account_key,account_number,customer_id,account_type,open_date,close_date,branch_id,branch_name,zone
434,2857131,6524,Current Account,11/04/2022,,4,London Bridge Gateway,Z1
1390,6297267,3131,Savings Account,07/11/2021,,1,Canary Wharf,Z1
1079,5270498,2421,Savings Account,19/07/2022,,2,Oxford Circus,Z1
1943,8213648,3067,Current Account,17/12/2023,,3,Notting Hill Gate,Z2
2313,9449301,4521,Salary Account,08/03/2022,,2,Oxford Circus,Z1
781,4078267,5777,Current Account,07/03/2023,,6,Stratford City,Z2
1693,7358444,2359,Current Account,30/09/2023,,2,Oxford Circus,Z1
1949,8223666,5389,Current Account,15/05/2022,,1,Canary Wharf,Z1
1416,6404727,5910,Savings Account,30/09/2021,,4,London Bridge Gateway,Z1
2066,8645495,1193,Current Account,14/10/2019,,2,Oxford Circus,Z1
1589,6950597,6431,Current Account,09/06/2021,,1,Canary Wharf,Z1
472,2972393,6149,Current Account,23/03/2019,,2,Oxford Circus,Z1
1584,6941697,3501,Current Account,14/09/2021,,4,London Bridge Gateway,Z1
1143,5439779,2083,Savings Account,01/10/2021,,1,Canary Wharf,Z1
1508,6701963,7011,Current Account,26/05/2021,,2,Oxford Circus,Z1
1349,6187004,1458,Savings Account,05/08/2021,,1,Canary Wharf,Z1
784,4086352,2995,Savings Account,06/10/2023,,2,Oxford Circus,Z1
871,4455813,6550,Savings Account,17/07/2021,,2,Oxford Circus,Z1
1493,6642158,2215,Savings Account,09/01/2021,,2,Oxford Circus,Z1
88,1665312,4872,Savings Account,03/08/2022,,4,London Bridge Gateway,Z1
1311,6060120,4638,Savings Account,07/08/2023,,1,Canary Wharf,Z1
763,3994975,1363,Savings Premium,16/12/2021,,2,Oxford Circus,Z1
1403,6336303,3956,Current Account,02/01/2023,,6,Stratford City,Z2
1702,7397558,1811,Savings Account,05/07/2023,,1,Canary Wharf,Z1
1289,5995645,2323,Savings Account,29/11/2023,,6,Stratford City,Z2
1052,5190199,6387,Savings Account,08/05/2022,,2,Oxford Circus,Z1
1627,7105860,3536,Savings Premium,18/08/2023,,3,Notting Hill Gate,Z2
2186,8997513,6932,Savings Account,19/04/2023,,2,Oxford Circus,Z1
509,3106034,4090,Current Account,21/02/2022,,2,Oxford Circus,Z1
1238,5818314,2348,Savings Account,19/01/2022,,4,London Bridge Gateway,Z1
2258,9236892,3552,Salary Account,24/01/2019,,6,Stratford City,Z2
2087,8695929,5795,Savings Account,16/08/2019,,1,Canary Wharf,Z1
288,2384097,1806,Salary Account,29/07/2022,,4,London Bridge Gateway,Z1
180,1994564,1751,Current Account,05/11/2023,,6,Stratford City,Z2
2145,8868273,1813,Current Account,05/06/2023,,1,Canary Wharf,Z1
1352,6191030,7833,Current Account,03/11/2023,,6,Stratford City,Z2
1142,5439319,6720,Current Account,29/11/2022,,6,Stratford City,Z2
1285,5980666,6984,Savings Account,31/10/2021,,3,Notting Hill Gate,Z2
1111,5342276,3066,Savings Account,26/09/2021,,1,Canary Wharf,Z1
721,3834048,5658,Current Account,01/01/2023,,3,Notting Hill Gate,Z2
662,3653632,2737,Salary Account,22/09/2019,,4,London Bridge Gateway,Z1
835,4319477,6507,Savings Account,18/10/2021,,6,Stratford City,Z2
251,2248684,3281,Savings Account,27/09/2022,,4,London Bridge Gateway,Z1
1982,8340970,1267,Current Account,29/08/2021,,1,Canary Wharf,Z1
2153,8898933,7942,Savings Account,11/11/2022,,4,London Bridge Gateway,Z1
1357,6204690,5282,Salary Account,26/10/2019,,4,London Bridge Gateway,Z1
643,3582481,1765,Savings Account,15/09/2021,,2,Oxford Circus,Z1
1891,8052381,4619,Savings Account,28/09/2023,,1,Canary Wharf,Z1
304,2432435,2945,Current Account,01/01/2022,,5,Islington High Street,Z1
1458,6513918,7760,Current Account,13/10/2022,,1,Canary Wharf,Z1
881,4496581,6294,Current Account,03/11/2019,,4,London Bridge Gateway,Z1
1299,6025684,6972,Savings Account,16/04/2022,,5,Islington High Street,Z1
1511,6715937,3965,Salary Account,21/07/2021,,4,London Bridge Gateway,Z1
1011,5035261,6806,Savings Account,27/02/2023,,6,Stratford City,Z2
725,3844697,1590,Savings Account,02/08/2022,,6,Stratford City,Z2
5,1262874,4516,Current Account,07/08/2023,,5,Islington High Street,Z1
2306,9430704,4485,Current Account,11/06/2023,,4,London Bridge Gateway,Z1
862,4430251,4040,Current Account,28/12/2023,,6,Stratford City,Z2
1930,8183350,3145,Savings Account,08/03/2021,,1,Canary Wharf,Z1
647,3593575,3589,Current Account,21/07/2023,,6,Stratford City,Z2
698,3786403,6062,Current Account,16/11/2020,,2,Oxford Circus,Z1
1613,7042096,1667,Current Account,16/11/2023,,1,Canary Wharf,Z1
750,3944843,2588,Current Account,04/09/2021,,5,Islington High Street,Z1
1158,5508034,1378,Savings Account,07/11/2023,,1,Canary Wharf,Z1
1504,6683205,1560,Current Account,24/04/2023,,1,Canary Wharf,Z1
95,1679699,2058,Current Account,09/07/2022,,5,Islington High Street,Z1
2062,8624340,4752,Current Account,10/06/2022,,3,Notting Hill Gate,Z2
1607,7025539,4686,Current Account,25/11/2023,,1,Canary Wharf,Z1
1156,5495532,1375,Current Account,06/03/2023,,2,Oxford Circus,Z1
2312,9444380,3086,Savings Account,23/03/2023,,5,Islington High Street,Z1
2383,9714450,3606,Savings Account,14/12/2023,,4,London Bridge Gateway,Z1
2305,9427088,1962,Current Account,31/08/2021,,2,Oxford Circus,Z1
1032,5124390,5293,Savings Account,30/09/2023,,4,London Bridge Gateway,Z1
1846,7912403,6427,Salary Account,29/12/2023,,2,Oxford Circus,Z1
1277,5927760,3480,Savings Account,26/10/2022,,2,Oxford Circus,Z1
851,4392634,2765,Current Account,22/05/2022,,1,Canary Wharf,Z1
2205,9056884,1050,Current Account,08/04/2022,,2,Oxford Circus,Z1
752,3951854,7327,Savings Account,17/12/2023,,6,Stratford City,Z2
2242,9179536,2413,Current Account,11/12/2023,,6,Stratford City,Z2
1588,6948698,6439,Salary Account,19/10/2023,,6,Stratford City,Z2
1874,7987472,1427,Current Account,08/12/2023,,3,Notting Hill Gate,Z2
1866,7958893,5953,Current Account,29/02/2020,,5,Islington High Street,Z1
447,2896838,1446,Current Account,19/01/2022,,3,Notting Hill Gate,Z2
939,4785570,7513,Current Account,03/06/2022,,1,Canary Wharf,Z1
1806,7721322,7941,Current Account,14/11/2023,,4,London Bridge Gateway,Z1
281,2365289,7170,Savings Account,29/12/2022,,1,Canary Wharf,Z1
1734,7502884,7339,Current Account,24/09/2023,,6,Stratford City,Z2
1577,6920828,4512,Current Account,22/12/2023,,2,Oxford Circus,Z1
2261,9249465,4283,Current Account,20/08/2022,,3,Notting Hill Gate,Z2
875,4469338,3190,Savings Account,30/03/2022,,1,Canary Wharf,Z1
65,1548930,5751,Savings Account,23/06/2023,,4,London Bridge Gateway,Z1
895,4579217,1885,Current Account,04/09/2021,,6,Stratford City,Z2
1718,7451132,4805,Current Account,05/08/2020,,1,Canary Wharf,Z1
1955,8258463,2559,Current Account,13/09/2023,,4,London Bridge Gateway,Z1
82,1631523,6675,Savings Account,09/05/2019,,5,Islington High Street,Z1
1043,5160417,5533,Salary Account,29/03/2023,,4,London Bridge Gateway,Z1
1449,6497132,5424,Current Account,25/11/2019,,1,Canary Wharf,Z1
2399,9752119,1929,Salary Account,05/02/2023,,1,Canary Wharf,Z1
1658,7248516,2425,Current Account,01/09/2023,,6,Stratford City,Z2
395,2711898,7367,Salary Account,04/11/2021,,6,Stratford City,Z2
2238,9173246,5662,Salary Account,06/11/2023,,2,Oxford Circus,Z1
1033,5129230,6439,Savings Account,29/08/2021,,4,London Bridge Gateway,Z1
825,4261379,5135,Savings Account,26/06/2019,,3,Notting Hill Gate,Z2
1102,5320907,6923,Current Account,22/11/2023,,3,Notting Hill Gate,Z2
1863,7955144,5076,Savings Account,03/07/2023,,1,Canary Wharf,Z1
558,3283999,5425,Current Account,18/05/2023,,6,Stratford City,Z2
1983,8342962,2565,Savings Account,14/06/2020,,3,Notting Hill Gate,Z2
206,2086202,2673,Current Account,06/08/2022,,1,Canary Wharf,Z1
2229,9144569,5362,Savings Account,26/10/2023,,1,Canary Wharf,Z1
1096,5308836,5853,Savings Account,01/10/2023,,6,Stratford City,Z2
1468,6553561,5467,Current Account,14/01/2021,,1,Canary Wharf,Z1
779,4063740,2046,Savings Account,05/07/2022,,3,Notting Hill Gate,Z2
1918,8141900,3542,Current Account,25/07/2022,,2,Oxford Circus,Z1
2397,9751669,1778,Salary Account,31/10/2023,,1,Canary Wharf,Z1
1604,7022092,2038,Savings Account,19/02/2022,,4,London Bridge Gateway,Z1
565,3322844,2274,Savings Account,15/08/2019,,3,Notting Hill Gate,Z2
803,4172747,5959,Current Account,08/11/2020,,4,London Bridge Gateway,Z1
513,3124399,3190,Savings Premium,15/12/2023,,1,Canary Wharf,Z1
91,1669253,3963,Savings Account,05/06/2020,,6,Stratford City,Z2
554,3270624,6438,Current Account,17/06/2019,,6,Stratford City,Z2
189,2015680,2173,Savings Account,26/09/2023,,2,Oxford Circus,Z1
1703,7400863,5850,Savings Account,07/10/2019,,1,Canary Wharf,Z1
1771,7611062,4850,Savings Account,24/12/2022,,2,Oxford Circus,Z1
777,4055298,2217,Salary Account,13/12/2022,,4,London Bridge Gateway,Z1
1592,6967817,1320,Savings Account,25/08/2021,,1,Canary Wharf,Z1
2027,8515333,6480,Current Account,09/03/2019,,6,Stratford City,Z2
153,1903824,7492,Savings Account,24/05/2021,,4,London Bridge Gateway,Z1
1413,6393730,4255,Current Account,07/11/2023,,3,Notting Hill Gate,Z2
1839,7889257,1562,Current Account,10/07/2021,,6,Stratford City,Z2
1893,8053232,3545,Savings Account,15/07/2023,,4,London Bridge Gateway,Z1
317,2473697,7129,Current Account,04/05/2021,,5,Islington High Street,Z1
2347,9590192,4395,Current Account,26/07/2023,,4,London Bridge Gateway,Z1
2202,9049884,5771,Savings Account,11/07/2023,,1,Canary Wharf,Z1
1110,5341745,4285,Savings Account,12/07/2022,,6,Stratford City,Z2
2175,8971311,7619,Current Account,01/08/2023,,2,Oxford Circus,Z1
339,2529115,5827,Current Account,17/08/2023,,4,London Bridge Gateway,Z1
2237,9169724,2924,Savings Account,16/08/2021,,5,Islington High Street,Z1
1393,6303260,1385,Savings Account,22/07/2019,,1,Canary Wharf,Z1
132,1838951,5083,Current Account,01/07/2023,,6,Stratford City,Z2
130,1818329,1913,Current Account,28/03/2023,,1,Canary Wharf,Z1
195,2050848,3910,Current Account,12/06/2021,,3,Notting Hill Gate,Z2
1540,6791778,2329,Savings Account,22/12/2023,,1,Canary Wharf,Z1
2200,9040154,5274,Salary Account,20/10/2022,,6,Stratford City,Z2
1568,6890303,5954,Savings Account,21/09/2021,,1,Canary Wharf,Z1
1755,7567837,2589,Savings Account,11/01/2020,,2,Oxford Circus,Z1
495,3053192,6733,Salary Account,27/12/2020,,2,Oxford Circus,Z1
1477,6588741,7590,Current Account,12/06/2022,,1,Canary Wharf,Z1
1989,8367269,4433,Savings Account,17/04/2023,,1,Canary Wharf,Z1
1547,6808179,6926,Current Account,25/05/2019,,1,Canary Wharf,Z1
81,1623333,7115,Savings Account,25/12/2023,,3,Notting Hill Gate,Z2
1548,6811916,3660,Current Account,01/12/2020,,1,Canary Wharf,Z1
69,1561265,5712,Savings Account,16/07/2021,,6,Stratford City,Z2
891,4571674,2997,Current Account,10/12/2023,,5,Islington High Street,Z1
488,3034706,4468,Savings Account,29/09/2022,,5,Islington High Street,Z1
2174,8965927,3225,Current Account,11/09/2023,,2,Oxford Circus,Z1
169,1966780,7853,Savings Account,28/04/2021,,3,Notting Hill Gate,Z2
161,1937565,7198,Savings Account,16/06/2019,,1,Canary Wharf,Z1
1919,8147581,3687,Savings Account,20/07/2020,,1,Canary Wharf,Z1
1130,5398453,3638,Salary Account,12/09/2022,,4,London Bridge Gateway,Z1
934,4771277,1876,Savings Account,10/11/2023,,3,Notting Hill Gate,Z2
1977,8333409,4458,Salary Account,21/07/2021,,1,Canary Wharf,Z1
1544,6803272,2348,Current Account,09/05/2022,,1,Canary Wharf,Z1
1213,5721528,3139,Current Account,15/02/2019,,1,Canary Wharf,Z1
1469,6557876,2796,Current Account,04/06/2023,,1,Canary Wharf,Z1
1193,5674525,2463,Current Account,17/08/2023,,3,Notting Hill Gate,Z2
593,3417475,7651,Current Account,04/09/2022,,1,Canary Wharf,Z1
603,3454324,6061,Savings Account,03/04/2021,,1,Canary Wharf,Z1
1726,7475848,1063,Current Account,09/04/2023,,4,London Bridge Gateway,Z1
808,4183745,6667,Savings Account,29/12/2022,,1,Canary Wharf,Z1
1645,7172196,1559,Current Account,30/11/2022,,1,Canary Wharf,Z1
1606,7024898,7754,Savings Premium,11/01/2019,,3,Notting Hill Gate,Z2
1007,5020641,3728,Current Account,24/05/2020,,6,Stratford City,Z2
1073,5249245,4834,Savings Account,11/09/2022,,2,Oxford Circus,Z1
2309,9432201,1474,Current Account,09/09/2021,,1,Canary Wharf,Z1
1140,5434976,3051,Savings Account,26/03/2022,,1,Canary Wharf,Z1
1462,6538430,3771,Current Account,05/11/2023,,1,Canary Wharf,Z1
8,1279391,2347,Savings Account,07/09/2023,,4,London Bridge Gateway,Z1
441,2877135,3691,Current Account,23/10/2023,,1,Canary Wharf,Z1
436,2860729,1982,Current Account,31/10/2020,,1,Canary Wharf,Z1
1049,5174941,5158,Savings Account,18/06/2023,,2,Oxford Circus,Z1
1697,7372570,1949,Current Account,15/02/2021,,1,Canary Wharf,Z1
2236,9169669,5445,Current Account,24/05/2021,,1,Canary Wharf,Z1
1850,7915851,7590,Current Account,18/05/2023,,4,London Bridge Gateway,Z1
608,3472741,6486,Savings Account,13/08/2020,,4,London Bridge Gateway,Z1
1716,7445106,3997,Current Account,15/09/2022,,1,Canary Wharf,Z1
747,3921131,6484,Current Account,19/08/2023,,6,Stratford City,Z2
1171,5575409,4789,Savings Account,09/07/2023,,6,Stratford City,Z2
2114,8783819,5771,Current Account,19/11/2022,,5,Islington High Street,Z1
1686,7329849,6146,Savings Account,16/02/2023,,1,Canary Wharf,Z1
575,3352288,1816,Salary Account,22/02/2023,,6,Stratford City,Z2
438,2865111,7190,Current Account,27/08/2023,,4,London Bridge Gateway,Z1
1153,5473795,4458,Savings Account,18/12/2023,,4,London Bridge Gateway,Z1
527,3161955,5909,Savings Account,21/06/2021,,6,Stratford City,Z2
76,1592818,5883,Savings Account,28/11/2023,,3,Notting Hill Gate,Z2
1336,6131124,7609,Savings Account,10/07/2022,,1,Canary Wharf,Z1
2082,8678190,3136,Savings Account,31/12/2023,,5,Islington High Street,Z1
2359,9627509,7191,Savings Account,18/10/2021,,1,Canary Wharf,Z1
1178,5616963,2730,Savings Account,30/05/2020,,6,Stratford City,Z2
416,2795676,7935,Current Account,20/06/2023,,2,Oxford Circus,Z1
1763,7597703,5560,Savings Account,19/12/2022,,2,Oxford Circus,Z1
814,4228790,6114,Current Account,08/12/2023,,1,Canary Wharf,Z1
1632,7132479,4717,Savings Account,13/07/2022,,1,Canary Wharf,Z1
1677,7305380,7901,Current Account,09/03/2023,,4,London Bridge Gateway,Z1
2287,9358004,2935,Current Account,22/04/2022,,2,Oxford Circus,Z1
971,4906045,4599,Current Account,08/05/2023,,2,Oxford Circus,Z1
2112,8780670,7390,Savings Premium,29/01/2021,,1,Canary Wharf,Z1
61,1515118,7506,Current Account,20/02/2023,,6,Stratford City,Z2
952,4828797,4296,Current Account,21/07/2022,,2,Oxford Circus,Z1
78,1602585,7387,Current Account,24/07/2020,,4,London Bridge Gateway,Z1
1399,6315188,2791,Savings Account,17/09/2022,,5,Islington High Street,Z1
1313,6060158,6827,Savings Account,17/12/2023,,4,London Bridge Gateway,Z1
2354,9611388,4724,Savings Account,01/07/2021,,3,Notting Hill Gate,Z2
1867,7959365,1556,Savings Account,25/09/2019,,1,Canary Wharf,Z1
484,3023844,4346,Current Account,28/10/2019,,5,Islington High Street,Z1
480,3015970,2582,Current Account,11/05/2021,,1,Canary Wharf,Z1
600,3445791,1739,Savings Account,30/03/2022,,6,Stratford City,Z2
1962,8278003,6700,Savings Account,04/01/2021,,1,Canary Wharf,Z1
831,4285266,4085,Current Account,17/03/2023,,6,Stratford City,Z2
820,4245029,3938,Savings Account,09/07/2020,,3,Notting Hill Gate,Z2
73,1582550,5811,Savings Account,01/11/2021,,1,Canary Wharf,Z1
385,2670863,4626,Salary Account,17/10/2022,,3,Notting Hill Gate,Z2
163,1944214,5543,Savings Account,06/01/2022,,6,Stratford City,Z2
836,4322309,5974,Savings Account,19/08/2022,,2,Oxford Circus,Z1
598,3433138,7359,Savings Account,16/06/2022,,4,London Bridge Gateway,Z1
1087,5283782,4970,Savings Account,22/04/2021,,5,Islington High Street,Z1
2386,9719290,7659,Current Account,06/11/2022,,5,Islington High Street,Z1
428,2829775,3230,Savings Premium,07/07/2022,,5,Islington High Street,Z1
324,2481853,2173,Savings Account,06/10/2023,,2,Oxford Circus,Z1
2068,8647269,4407,Savings Account,26/02/2020,,2,Oxford Circus,Z1
273,2336465,3573,Current Account,25/05/2021,,4,London Bridge Gateway,Z1
1739,7516911,3493,Current Account,19/08/2023,,1,Canary Wharf,Z1
1537,6785768,5492,Savings Account,20/12/2022,,5,Islington High Street,Z1
1904,8088287,2246,Current Account,05/10/2023,,2,Oxford Circus,Z1
2304,9425631,4509,Current Account,01/03/2023,,5,Islington High Street,Z1
462,2949303,2076,Current Account,26/04/2022,,2,Oxford Circus,Z1
1824,7828929,6114,Current Account,10/11/2021,,2,Oxford Circus,Z1
371,2610869,6533,Savings Account,16/10/2021,,6,Stratford City,Z2
108,1721455,7376,Savings Account,16/01/2023,,4,London Bridge Gateway,Z1
2349,9595853,4112,Savings Account,27/01/2023,,3,Notting Hill Gate,Z2
682,3732585,5110,Current Account,14/08/2023,,1,Canary Wharf,Z1
2157,8905455,2742,Savings Account,17/10/2021,,3,Notting Hill Gate,Z2
665,3661189,6415,Savings Account,01/01/2024,,3,Notting Hill Gate,Z2
1060,5209090,2955,Savings Account,26/01/2022,,4,London Bridge Gateway,Z1
1999,8421490,3152,Savings Account,30/01/2023,,5,Islington High Street,Z1
292,2391402,5888,Savings Account,04/07/2023,,5,Islington High Street,Z1
1631,7125754,1309,Savings Account,15/01/2023,,5,Islington High Street,Z1
523,3154049,1444,Savings Account,16/10/2023,,1,Canary Wharf,Z1
2337,9547090,4854,Current Account,08/02/2020,,4,London Bridge Gateway,Z1
1035,5130508,2503,Current Account,03/06/2023,,5,Islington High Street,Z1
1530,6768721,6673,Current Account,17/09/2019,,1,Canary Wharf,Z1
1939,8207475,2990,Savings Premium,14/12/2020,,4,London Bridge Gateway,Z1
965,4886914,6158,Savings Account,01/04/2023,,4,London Bridge Gateway,Z1
1603,7019325,1912,Current Account,04/07/2023,,4,London Bridge Gateway,Z1
450,2901393,2814,Savings Account,06/11/2021,,2,Oxford Circus,Z1
2057,8612056,7941,Current Account,28/11/2023,,1,Canary Wharf,Z1
631,3551139,7850,Current Account,28/06/2020,,6,Stratford City,Z2
1886,8037499,1129,Savings Account,28/02/2022,,4,London Bridge Gateway,Z1
225,2149294,6468,Current Account,06/03/2021,,2,Oxford Circus,Z1
2278,9324295,3525,Savings Account,22/07/2022,,4,London Bridge Gateway,Z1
68,1559697,2469,Savings Account,03/09/2021,,6,Stratford City,Z2
1868,7962839,2235,Current Account,26/12/2020,,4,London Bridge Gateway,Z1
911,4649640,2475,Current Account,28/01/2023,,4,London Bridge Gateway,Z1
1149,5466913,4466,Current Account,15/10/2021,,6,Stratford City,Z2
193,2036518,3676,Savings Account,09/09/2023,,2,Oxford Circus,Z1
2299,9398842,7689,Salary Account,16/11/2023,,6,Stratford City,Z2
2059,8614337,5884,Savings Account,11/03/2022,,1,Canary Wharf,Z1
868,4448848,6340,Current Account,17/09/2023,,3,Notting Hill Gate,Z2
213,2100401,2752,Current Account,29/09/2023,,5,Islington High Street,Z1
1636,7139110,7205,Savings Account,09/09/2023,,3,Notting Hill Gate,Z2
1834,7874684,1614,Savings Account,20/10/2023,,3,Notting Hill Gate,Z2
2247,9201875,7884,Savings Account,05/09/2023,,2,Oxford Circus,Z1
770,4018222,7216,Current Account,31/12/2023,,1,Canary Wharf,Z1
154,1909475,6225,Current Account,22/12/2023,,4,London Bridge Gateway,Z1
885,4527899,1867,Salary Account,06/04/2019,,3,Notting Hill Gate,Z2
308,2455618,5747,Current Account,27/02/2022,,4,London Bridge Gateway,Z1
1137,5425556,7241,Current Account,02/03/2023,,2,Oxford Circus,Z1
2400,9752924,5156,Savings Account,17/09/2022,05/02/2024,1,Canary Wharf,Z1
1816,7771272,5983,Current Account,25/11/2021,,6,Stratford City,Z2
1643,7166891,4725,Salary Account,07/10/2023,,3,Notting Hill Gate,Z2
2393,9746046,6043,Salary Account,29/07/2020,,4,London Bridge Gateway,Z1
1208,5713644,2772,Current Account,25/04/2023,,5,Islington High Street,Z1
477,3005148,6124,Savings Account,09/04/2019,,3,Notting Hill Gate,Z2
1785,7641256,3813,Savings Account,27/09/2022,,6,Stratford City,Z2
1798,7688581,7037,Salary Account,15/09/2022,,2,Oxford Circus,Z1
410,2772524,2341,Savings Premium,23/06/2021,,1,Canary Wharf,Z1
841,4350663,4850,Savings Account,31/12/2021,,5,Islington High Street,Z1
254,2254980,5899,Current Account,15/03/2023,,1,Canary Wharf,Z1
72,1576419,7092,Savings Account,30/10/2020,,3,Notting Hill Gate,Z2
1344,6182063,5280,Savings Account,10/06/2023,,1,Canary Wharf,Z1
2239,9174493,7151,Savings Account,16/06/2019,,6,Stratford City,Z2
909,4642413,4568,Savings Account,03/11/2023,,1,Canary Wharf,Z1
2065,8633899,6134,Current Account,23/04/2022,,4,London Bridge Gateway,Z1
1865,7958545,1170,Savings Account,17/04/2022,,5,Islington High Street,Z1
1813,7758441,4511,Savings Account,16/03/2022,,1,Canary Wharf,Z1
801,4171676,7409,Current Account,08/12/2022,,1,Canary Wharf,Z1
378,2655849,2575,Savings Account,22/10/2023,,1,Canary Wharf,Z1
2377,9693784,5477,Savings Account,11/10/2023,,4,London Bridge Gateway,Z1
1933,8195107,4123,Salary Account,04/02/2023,,1,Canary Wharf,Z1
547,3240295,1313,Savings Account,10/03/2020,,2,Oxford Circus,Z1
415,2790517,2429,Savings Account,31/10/2023,,4,London Bridge Gateway,Z1
1001,5004351,4742,Savings Account,01/09/2020,,4,London Bridge Gateway,Z1
2048,8584868,6144,Current Account,03/01/2022,,4,London Bridge Gateway,Z1
2016,8460225,6205,Current Account,01/11/2022,,6,Stratford City,Z2
336,2524423,3006,Savings Account,22/04/2022,,1,Canary Wharf,Z1
2008,8447253,4531,Savings Account,13/09/2022,,4,London Bridge Gateway,Z1
2385,9716239,6637,Savings Premium,19/06/2021,,1,Canary Wharf,Z1
1925,8168546,1542,Current Account,02/02/2023,,1,Canary Wharf,Z1
850,4391356,5848,Savings Account,22/04/2023,,1,Canary Wharf,Z1
2035,8546614,4482,Savings Premium,22/02/2023,,4,London Bridge Gateway,Z1
1212,5719464,1612,Current Account,10/03/2020,,3,Notting Hill Gate,Z2
946,4810635,3234,Savings Account,28/02/2023,,6,Stratford City,Z2
1732,7497474,2572,Current Account,24/04/2023,,4,London Bridge Gateway,Z1
1579,6923407,3753,Savings Account,28/07/2022,,6,Stratford City,Z2
1372,6258707,7127,Current Account,04/08/2021,,1,Canary Wharf,Z1
799,4162075,1994,Current Account,02/05/2022,,4,London Bridge Gateway,Z1
1330,6107486,2558,Current Account,17/06/2023,,4,London Bridge Gateway,Z1
276,2344960,5824,Savings Account,26/04/2020,,1,Canary Wharf,Z1
2067,8646439,3020,Salary Account,05/02/2023,,4,London Bridge Gateway,Z1
1287,5983445,4011,Savings Account,17/08/2022,,4,London Bridge Gateway,Z1
2297,9388066,3064,Current Account,10/06/2022,,6,Stratford City,Z2
2422,9847129,5844,Savings Account,09/09/2023,,4,London Bridge Gateway,Z1
2331,9524408,1940,Current Account,14/01/2022,,4,London Bridge Gateway,Z1
2270,9272116,5512,Current Account,08/11/2022,,4,London Bridge Gateway,Z1
2344,9579241,1257,Current Account,19/04/2023,,2,Oxford Circus,Z1
2034,8543939,3123,Current Account,01/02/2024,,6,Stratford City,Z2
234,2188780,1937,Savings Account,30/12/2022,,1,Canary Wharf,Z1
1793,7670005,2307,Current Account,30/08/2022,,4,London Bridge Gateway,Z1
2080,8673233,3435,Current Account,30/06/2023,,1,Canary Wharf,Z1
1068,5238985,3816,Savings Account,25/08/2023,,6,Stratford City,Z2
2039,8555974,3690,Current Account,22/07/2023,,5,Islington High Street,Z1
7,1277537,6970,Current Account,12/07/2022,,1,Canary Wharf,Z1
1800,7697006,7834,Current Account,18/03/2022,,4,London Bridge Gateway,Z1
2380,9703272,2390,Savings Account,04/04/2023,,4,London Bridge Gateway,Z1
1617,7069110,7546,Current Account,14/09/2023,,4,London Bridge Gateway,Z1
2248,9205965,3450,Savings Account,18/01/2020,,4,London Bridge Gateway,Z1
2241,9178827,6507,Savings Account,17/06/2023,,1,Canary Wharf,Z1
406,2764997,6058,Savings Account,14/09/2022,,2,Oxford Circus,Z1
1815,7768836,7277,Salary Account,02/04/2022,,6,Stratford City,Z2
1909,8112799,5586,Current Account,31/10/2022,,1,Canary Wharf,Z1
1003,5007142,1625,Current Account,02/09/2019,,3,Notting Hill Gate,Z2
394,2707384,2885,Savings Account,11/03/2022,,6,Stratford City,Z2
1370,6255533,4232,Savings Account,05/06/2022,,4,London Bridge Gateway,Z1
1373,6263508,4183,Current Account,14/11/2023,,3,Notting Hill Gate,Z2
674,3706689,6584,Current Account,21/02/2023,,4,London Bridge Gateway,Z1
987,4951862,5723,Savings Premium,07/01/2023,,5,Islington High Street,Z1
152,1903252,5571,Salary Account,05/12/2023,,2,Oxford Circus,Z1
186,2003305,4745,Savings Account,12/06/2023,,2,Oxford Circus,Z1
1492,6641873,5393,Current Account,08/11/2022,,5,Islington High Street,Z1
1394,6304409,2522,Savings Account,18/03/2023,,2,Oxford Circus,Z1
732,3881052,6374,Savings Account,15/08/2022,,5,Islington High Street,Z1
1574,6914380,7159,Current Account,23/07/2020,,4,London Bridge Gateway,Z1
690,3757345,6988,Current Account,21/02/2022,,1,Canary Wharf,Z1
143,1867797,6698,Savings Account,19/06/2021,,6,Stratford City,Z2
550,3258769,4958,Savings Account,09/12/2023,,3,Notting Hill Gate,Z2
1356,6198414,5049,Savings Account,15/08/2023,,5,Islington High Street,Z1
1360,6224612,1482,Current Account,27/10/2019,,1,Canary Wharf,Z1
898,4582776,2813,Current Account,30/03/2020,,1,Canary Wharf,Z1
1725,7466793,6479,Savings Account,11/04/2023,,1,Canary Wharf,Z1
1965,8283338,3248,Savings Account,23/01/2019,,5,Islington High Street,Z1
2172,8957106,5685,Savings Account,26/01/2020,,6,Stratford City,Z2
783,4081449,1566,Savings Account,12/03/2023,,1,Canary Wharf,Z1
2396,9750993,6973,Savings Account,29/11/2023,,1,Canary Wharf,Z1
893,4575345,1584,Savings Account,11/06/2022,,4,London Bridge Gateway,Z1
444,2888843,7755,Savings Account,02/05/2020,,3,Notting Hill Gate,Z2
37,1404807,1053,Savings Account,28/08/2022,,6,Stratford City,Z2
1459,6526923,5057,Current Account,04/07/2023,,1,Canary Wharf,Z1
53,1496992,6075,Salary Account,24/08/2020,,1,Canary Wharf,Z1
829,4279382,4456,Savings Account,16/07/2022,,6,Stratford City,Z2
852,4396677,6511,Current Account,19/06/2023,,3,Notting Hill Gate,Z2
739,3904726,1141,Salary Account,18/01/2023,,3,Notting Hill Gate,Z2
403,2750813,3470,Current Account,18/03/2021,,5,Islington High Street,Z1
2376,9688469,6353,Current Account,23/10/2023,,6,Stratford City,Z2
1795,7676589,5506,Savings Account,09/06/2021,,4,London Bridge Gateway,Z1
